Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score
STU_00375,24,Female,University,4.24,2.2,8.83,2.66,77.88,98.18
STU_00376,13,Female,High School,7.55,2.85,5.62,0.73,86.28,78.53
STU_00377,17,Female,High School,4.63,3.86,5.71,1.86,75.08,92.47
STU_00378,24,Female,University,4.83,2.25,5.77,0.85,86.98,97.27
STU_00379,25,Male,University,4.56,2.67,7.78,0,80.23,92.9
STU_00380,15,Female,High School,5.4,1.09,6.55,1.79,52.51,96.2
STU_00381,16,Female,High School,3.85,5.2,5.95,3.29,84.44,96.27
STU_00382,15,Male,High School,1.03,3.24,4.04,1.6,77.93,86.76
STU_00383,13,Male,High School,4.41,1.99,4.94,1.9,71.77,88.16
STU_00384,13,Female,High School,4.83,4.71,7.53,1.32,74.79,99
STU_00385,24,Female,University,8.59,3.17,7.43,0.81,73.87,78.11
STU_00386,24,Male,University,0,2.9,8.88,3.31,86.76,98.25
STU_00387,25,Female,University,8.54,2.51,4.73,1.73,48.6,76.96
STU_00388,17,Male,High School,7.12,4.33,6.7,0.64,71.43,84.64
STU_00389,18,Male,College,6.21,5.4,5.02,0,60.7,76.4
STU_00390,15,Female,High School,4.89,4.3,7.87,3.35,76.43,99.71
STU_00391,24,Male,University,1.95,2.56,7.93,1.57,79.46,97.64
STU_00392,21,Female,College,9.38,4.91,5.8,1.85,69.49,81.26
STU_00393,17,Male,High School,7.59,2.03,4.96,0,59.51,74.54
STU_00394,20,Male,College,5.13,0.91,8.14,0,71.45,83.71
STU_00395,25,Male,University,5.21,3.96,6.53,0,73.61,69.01
STU_00396,13,Female,High School,4.23,5.09,7.16,1.92,78.89,95.39
STU_00397,17,Male,High School,5.99,2.5,4.59,0.32,69.19,73.33
STU_00398,15,Male,High School,4.39,5.47,4.88,0,57.08,79.68
STU_00399,24,Male,University,5.27,0,6.16,1.1,65.87,74.77
STU_00400,13,Male,High School,5.59,2.33,9.94,0.99,80.8,93.1
STU_00401,16,Male,High School,10.58,0.96,4.27,1.8,68.94,76.21
STU_00402,25,Male,University,2.22,0.93,6.49,1.17,70.51,93.44
STU_00403,17,Female,High School,4.9,2.44,6.15,2.72,80.24,88.34
STU_00404,19,Male,College,7.34,5.43,7.24,1.99,70.95,94.11
STU_00405,13,Female,High School,6.57,4.87,6.4,0,68.71,65.56
STU_00406,15,Female,High School,6.19,5.01,4.21,3.13,68.03,92.42
STU_00407,14,Male,High School,11.72,3.22,4.76,2.3,84.42,71.3
STU_00408,21,Male,College,7.22,1.98,5.63,0.81,82.17,71.65
STU_00409,22,Female,University,2.94,3.1,4.93,2.57,73.01,81.98
STU_00410,18,Female,College,2.65,0,7.11,3.63,75.48,98.02
STU_00411,22,Male,University,4.4,5.28,6.63,2.04,79.68,97.35
STU_00412,15,Female,High School,3.41,0,8.27,1.31,78.38,99.92
STU_00413,20,Male,College,4.7,2.27,7.17,1.18,70.82,87.88
STU_00414,20,Male,College,5.34,2.5,5.03,0,69.26,74.78
STU_00415,14,Male,High School,5.18,4.02,6.12,2.39,48.91,67.38
STU_00416,18,Female,College,0,3.29,9.28,2.32,65.35,85.41
STU_00417,19,Female,College,2.61,3.41,7.24,0.83,80.17,98.31
STU_00418,14,Female,High School,6.29,0,7.12,0,64.13,82.72
STU_00419,23,Male,University,8.61,2.2,4.99,0,58.53,88.61
STU_00420,22,Female,University,3.49,1.36,6.1,0.41,80.31,81.8
STU_00421,14,Male,High School,3.5,2.77,5.7,1.29,71.9,62.86
STU_00422,22,Female,University,4.28,2.26,6.67,2.03,59.72,84.55
STU_00423,13,Male,High School,8.81,2.9,6.09,2.27,78.02,88.39
STU_00424,20,Male,College,4.63,0.35,6.92,2.06,73.27,97.44
STU_00425,13,Male,High School,0,2.68,8.54,3,82.82,97.29
STU_00426,21,Female,College,8.97,5.65,5.81,0.98,63.57,77.75
STU_00427,23,Male,University,6.23,6.33,3.53,0.96,70.56,99.14
STU_00428,18,Male,College,1.27,4.93,6.28,1.59,68.81,83.86
STU_00429,19,Male,College,3.22,0,6.87,0,78.37,85.92
STU_00430,25,Non-binary,University,2.51,1.98,6.28,2.6,81.63,90.5
STU_00431,22,Female,University,3.98,1.6,6.48,0.46,80.53,98.78
STU_00432,19,Female,College,8.22,2.78,5.19,0.27,62.39,86.1
STU_00433,22,Male,University,0,4.89,8.52,1.15,61.39,80.88
STU_00434,15,Male,High School,3.64,2.42,5.1,3.32,76.36,91.55
STU_00435,14,Female,High School,4.78,0.85,5.1,0.12,60.09,94.1
STU_00436,21,Male,College,4.33,4.59,4.54,1.25,76.27,97.24
STU_00437,20,Male,College,2.51,3.17,7.74,1.24,64.2,88.36
STU_00438,25,Male,University,7.47,3.89,4.15,0.49,65.89,68.89
STU_00439,24,Female,University,4.1,4.32,7.11,2.01,76.16,85.06
STU_00440,22,Male,University,3.78,1.89,6.58,0,70.14,91.07
STU_00441,19,Female,College,5.37,0.37,6.34,2.62,72.92,98.59
STU_00442,21,Female,College,3.8,2.89,7.12,1.25,79.82,90.88
STU_00443,16,Male,High School,3.12,1.88,8.9,1.41,79.62,97.54
STU_00444,25,Male,University,2.19,2.63,5.44,2.8,69.19,99.47
STU_00445,16,Non-binary,High School,9.98,5.05,4.64,2.03,76.84,75.89
STU_00446,13,Female,High School,6.48,2.86,4.35,0.33,57.58,97.12
STU_00447,20,Female,College,3.54,5.81,6.62,0,60.79,95.23
STU_00448,24,Female,University,7.68,3.03,5.43,0.94,71.74,88.6
STU_00449,15,Male,High School,5.81,1.99,5.11,0.87,76.3,86.3
STU_00450,19,Female,College,4.6,0.23,6.23,0.43,75.17,83.38
STU_00451,24,Male,University,1.93,2.9,5.69,1.74,77,98.53
STU_00452,14,Female,High School,2.43,0.85,8.02,1.87,81.8,97.47
STU_00453,14,Female,High School,6.92,3.46,3.74,0.64,61.15,76.17
STU_00454,19,Female,College,6.38,2.3,8.03,1.33,72.31,94.36
STU_00455,18,Female,College,1.07,2.24,8.75,2.78,88.16,92.75
STU_00456,15,Female,High School,3.48,2.65,5.68,3.23,86.87,98.04
STU_00457,21,Male,College,6.2,2.92,6.63,0.16,76.41,93.34
STU_00458,22,Female,University,7.28,2.44,9.06,2.24,80.66,72.94
STU_00459,25,Male,University,5.79,6.35,6.28,0.66,63.6,99.3
STU_00460,18,Female,College,3.36,1.11,5.67,0.15,56.98,92.3
STU_00461,22,Male,University,5.09,4.34,7.43,1.9,79.85,86.61
STU_00462,22,Male,University,3.97,4.76,7.12,0.14,70.16,79.93
STU_00463,18,Female,College,5.45,0.51,5.37,0,72.24,85.07
STU_00464,13,Non-binary,High School,8.2,2.6,4.93,0.56,77.62,96.42
STU_00465,16,Male,High School,2.54,3.14,6.55,0.64,76.3,85.21
STU_00466,22,Female,University,5.2,2.81,8.41,1.33,76.98,95.58
STU_00467,18,Female,College,4.26,2.74,5.22,1.34,61.52,81.81
STU_00468,18,Female,College,3.84,3.63,6.18,2.14,76.04,98.66
STU_00469,23,Male,University,4.15,0,8.88,0,73.28,92.81
STU_00470,24,Female,University,7.78,2.32,5.52,0.57,75.89,84.91
STU_00471,17,Female,High School,5.95,1.74,7.7,0,78.71,76.5
STU_00472,13,Male,High School,3.3,1.21,6.72,1.72,59.48,92.45
STU_00473,20,Female,College,6.12,4.08,8.05,2.09,78.46,98.35
STU_00474,17,Female,High School,3.1,4.36,7.85,0.96,75.38,98.24
STU_00475,24,Female,University,0.03,4.55,7.24,0.84,74.05,98.6
STU_00476,24,Male,University,0,4.03,6.99,0.17,78.6,94.67
STU_00477,24,Male,University,5.75,0.35,5.51,2.57,63.87,73.68
STU_00478,17,Female,High School,3.79,2.76,4.57,2.26,66.15,94.51
STU_00479,19,Male,College,6.99,4.5,5.98,1.86,52.36,81.24
STU_00480,16,Female,High School,5.47,0,7.2,1.95,76.13,82.72
STU_00481,18,Male,College,5.15,5.43,7.15,1.41,70.59,94.35
STU_00482,25,Male,University,3.37,0.24,9.67,3.72,85.37,98.72
STU_00483,16,Male,High School,5.8,0.9,4.9,2,71.4,83.56
STU_00484,15,Female,High School,8.38,3.88,5.69,0.23,79.31,81.24
STU_00485,19,Male,College,0,6.01,7.46,0,75.48,98.31
STU_00486,20,Female,College,4.13,0.82,5.59,0,61.05,85.25
STU_00487,16,Female,High School,7.86,1.09,6.89,0.5,80.89,77.32
STU_00488,25,Female,University,1.64,4.76,7.14,2.1,85.18,90.31
STU_00489,14,Female,High School,4.83,2.8,6.03,2.26,79.87,93.93
STU_00490,24,Male,University,2.79,2.05,5.06,1.04,80,91.82
STU_00491,22,Male,University,3.83,2.88,6.56,0,78.76,74.52
STU_00492,15,Male,High School,0.07,6.43,7.37,0,67.8,97.1
STU_00493,13,Female,High School,6.96,3.89,3.9,0.93,63.23,86.16
STU_00494,20,Female,College,4.88,3.14,6.04,1.29,66.63,76.83
STU_00495,15,Male,High School,0.89,3.54,6.61,0,78.35,78.84
STU_00496,24,Male,University,5.55,3.25,7.44,1.08,65.82,85.1
STU_00497,22,Female,University,5.02,4.14,4.99,2.2,55.27,67
STU_00498,19,Male,College,2.78,1.35,7.52,1.45,87.24,91.31
STU_00499,22,Female,University,9.42,2.38,6.61,0.75,66.86,81.66
STU_00500,17,Male,High School,5.79,2.46,6.59,1.36,66.33,75.27
STU_00501,22,Non-binary,University,7.73,0.83,7.33,1.47,72.73,87.37
STU_00502,17,Male,High School,4.1,0.52,9.27,0.36,84.85,98.7
STU_00503,19,Male,College,0.44,5.01,8.08,3.25,79.49,99.49
STU_00504,21,Male,College,0,3.78,6.58,2.18,77.35,89.38
STU_00505,24,Male,University,1.97,5.68,7.35,1.39,77.53,99.87
STU_00506,17,Male,High School,7.87,3.41,7.37,0.97,72.2,92.93
STU_00507,13,Male,High School,3.23,3.08,5.78,0.79,72.33,82.1
STU_00508,22,Female,University,7.1,2.13,6.96,2.66,72.96,90.9
STU_00509,22,Male,University,1.58,4.31,7.11,2.96,71.4,99.9
STU_00510,13,Female,High School,2.84,0.21,7.76,1.33,78.54,82.98
STU_00511,14,Male,High School,3.2,3.05,5.06,1.91,77.87,92.86
STU_00512,18,Female,College,5.06,4.16,6.15,3.69,87.26,99.19
STU_00513,21,Female,College,1.12,2.35,6.34,2.01,81.44,97.01
STU_00514,20,Male,College,2.51,3.29,7.14,0,85.64,88.39
STU_00515,25,Male,University,3.92,5.35,7.26,2.03,52.49,99.76
STU_00516,17,Male,High School,1.14,2.09,4.96,0,71.84,72.49
STU_00517,13,Male,High School,0.1,3.26,7.61,0.36,82.6,88.75
STU_00518,25,Female,University,4.57,4.34,8.17,1.03,63.58,79.7
STU_00519,19,Female,College,1.18,1.93,8.95,1.7,87.11,97.95
STU_00520,17,Female,High School,7.54,0.56,8.22,2.2,78.86,89.08
STU_00521,18,Female,College,7.61,3.81,6.99,3.31,77.53,98.4
STU_00522,25,Non-binary,University,3.04,2.71,8.36,1.5,71.4,98.75
STU_00523,19,Female,College,6.01,2.45,5.91,1.39,76.71,83.15
STU_00524,15,Female,High School,4.67,2.81,6.47,1.94,78.09,98.51
STU_00525,24,Female,University,7.17,0.37,4.57,0,47.2,76.03
STU_00526,22,Male,University,3.35,2.05,6.19,0.2,61.96,99.18
STU_00527,15,Male,High School,5.78,3.79,7.33,0.44,59.23,93.87
STU_00528,17,Female,High School,5.28,2.5,7.11,0.97,81.66,81.94
STU_00529,18,Male,College,5.15,1.57,3.49,0,71.62,49.98
STU_00530,21,Male,College,2.96,1.17,7.06,0.83,79.72,95.23
STU_00531,25,Male,University,7.46,2.99,5.53,1.5,55.25,95.96
STU_00532,24,Male,University,3.48,4.01,6.27,1.92,74.34,95.23
STU_00533,17,Female,High School,3.46,4.35,8.31,0.56,85.9,81.23
STU_00534,13,Male,High School,2.7,1.5,5.67,0.29,62.03,76.6
STU_00535,16,Female,High School,2.85,5.42,5.43,0,61.42,78.24
STU_00536,17,Female,High School,3.9,2.7,8.75,1.71,78.87,98.34
STU_00537,24,Male,University,5.62,0,6.45,1.37,65.97,52.29
STU_00538,22,Female,University,6.46,2.71,7.49,0.24,78.76,74.64
STU_00539,22,Female,University,4.82,0.69,6.92,0,70.7,78.09
STU_00540,17,Male,High School,8.04,3.24,6.09,1.46,67.47,92.89
STU_00541,19,Male,College,4.79,3,5.43,1.58,75.46,85.78
STU_00542,16,Male,High School,0.01,0,8.85,0.56,64.82,76.2
STU_00543,13,Female,High School,1.61,5.09,7.71,0.06,74.41,86.16
STU_00544,17,Female,High School,6.25,1.34,5.94,3.13,70.87,91.64
STU_00545,19,Male,College,3.69,0,6.96,1.12,72.96,92.46
STU_00546,22,Male,University,3.52,4.81,7.24,0.17,73.09,98.32
STU_00547,22,Male,University,2.09,3.6,5.83,2,81.99,78.88
STU_00548,18,Female,College,3.5,2.04,4.77,0,72.44,91.98
STU_00549,17,Male,High School,3.54,2.59,6.85,1.24,72.39,74.64
STU_00550,16,Female,High School,5.73,2.29,5.5,1.56,64.69,98.17
STU_00551,14,Male,High School,3.89,0,7.98,1.42,80.35,85.71
STU_00552,16,Female,High School,7.69,0,6.01,0.86,58.63,70.27
STU_00553,22,Female,University,2.86,4.21,5.07,0.76,77.79,87.47
STU_00554,22,Female,University,5.01,3.24,6.65,0.53,51.42,93.36
STU_00555,15,Male,High School,0.36,4.15,5.53,3.14,74.74,99.23
STU_00556,22,Female,University,6.15,4.67,6.66,0.2,62.07,79.79
STU_00557,13,Male,High School,0.95,0,4.83,1.08,72.62,90.5
STU_00558,20,Male,College,5.93,1.77,6.46,0,83.66,72.56
STU_00559,17,Female,High School,0,0.42,7.94,3.7,76.76,99.46
STU_00560,25,Female,University,1.92,2.27,5.54,1.16,79.02,76.52
STU_00561,16,Female,High School,6.59,0,8.03,1.41,71.17,97.85
STU_00562,20,Male,College,8.41,3.58,4.03,2.85,60.51,92.51
STU_00563,19,Female,College,0,3.69,7.5,0.79,76.09,82.37
STU_00564,14,Female,High School,1.78,6.59,4.67,0.1,64.94,70.94
STU_00565,13,Female,High School,9.07,2.32,4.61,1.36,63.79,81.73
STU_00566,24,Female,University,4.86,3.72,6.79,1.44,80,92.26
STU_00567,23,Female,University,1.92,4.25,7.36,3.56,86.13,99.9
STU_00568,16,Male,High School,8.19,5.59,5.89,1.15,67.7,88.72
STU_00569,20,Female,College,5.96,0.46,7.45,1.9,66.19,95.57
STU_00570,24,Female,University,4.78,4.11,4.86,1.31,63.15,99.94
STU_00571,14,Non-binary,High School,0,3.22,5.35,0.52,77.74,83.48
STU_00572,15,Male,High School,9.74,0,6.81,0,68.67,75.78
STU_00573,24,Male,University,5.16,3.34,4.3,2,67.13,87.18
STU_00574,13,Male,High School,3.73,3.83,5.1,0.05,51.96,82.57
STU_00575,13,Female,High School,8.15,0,6.13,1.54,67.99,81.33
STU_00576,25,Female,University,2.21,2.36,7.29,1.39,68,88.55
STU_00577,15,Male,High School,1.77,2.64,7.31,1.26,78.85,88.14
STU_00578,23,Female,University,2.07,2.59,5.33,0.95,82.32,96.48
STU_00579,17,Female,High School,3.55,3.62,6.63,0.35,81.82,81.01
STU_00580,24,Female,University,4.57,1.42,5.39,1.63,58.22,97.25
STU_00581,15,Male,High School,6.1,0.53,6.97,0.58,65.52,86.05
STU_00582,13,Female,High School,1.37,3.38,7.14,1.39,82.83,86.24
STU_00583,13,Male,High School,5.26,5.33,7.22,2.8,71.18,93.16
STU_00584,20,Female,College,2.99,5.2,6.25,1.92,67.96,91.2
STU_00585,22,Male,University,4.23,6.8,5.63,0.88,79.62,78.28
STU_00586,23,Male,University,7.52,1.83,8.26,0.48,73.38,77.47
STU_00587,24,Female,University,5.73,2.2,4.2,0.31,67.95,98.42
STU_00588,25,Male,University,5.94,0,8.83,0.02,73.2,98.04
STU_00589,25,Male,University,2.96,1.39,6.65,1.77,74.98,98.3
STU_00590,24,Female,University,9.31,0,4.45,0,69.17,69.44
STU_00591,14,Female,High School,6.18,1.88,5.65,1.52,82.69,78.67
STU_00592,25,Female,University,3.44,4.95,7.46,3.39,80.97,99.09
STU_00593,15,Male,High School,7.35,4.42,6.89,2.18,74.8,99.7
STU_00594,14,Male,High School,5.92,1.91,8.88,0,62.37,88.03
STU_00595,15,Male,High School,1.34,1.47,7.35,3.87,75.35,97.71
STU_00596,19,Male,College,5,1.04,6.98,2.03,76.11,84.96
STU_00597,13,Female,High School,2.08,4.05,7.85,0.01,75.47,81.46
STU_00598,22,Male,University,0,1.94,4.91,0,75.85,99.9
STU_00599,20,Male,College,3.42,2.98,6.54,0.47,74.12,87.6
STU_00600,25,Male,University,7.34,3.7,6.25,0.98,77.33,77.72
STU_00601,22,Male,University,8.19,3.84,4.07,1.46,75.97,78.42
STU_00602,22,Female,University,3.22,0,6.85,0.64,84.27,97.38
STU_00603,22,Female,University,3.79,3.51,5.81,0.68,70.92,83.22
STU_00604,14,Male,High School,7.99,2.68,5.89,1.28,67.03,83.94
STU_00605,15,Male,High School,6.18,0,8.55,0.19,80.71,65.96
STU_00606,21,Male,College,5.72,4.99,8.63,1.21,72.53,96.68
STU_00607,19,Female,College,4.85,2.86,6.35,2.06,81.74,99.9
STU_00608,16,Female,High School,6.31,0,7.15,0.93,69.28,85.37
STU_00609,22,Male,University,4.43,1.45,7.99,2.81,72.49,96.47
STU_00610,17,Female,High School,8.32,2.12,6.51,0.72,71.44,74.03
STU_00611,14,Female,High School,4.2,7.2,4.31,0,66.71,72.2
STU_00612,25,Female,University,4.16,0.93,6.82,3.49,83.04,98.05
STU_00613,23,Female,University,0,1.26,6.66,2.37,86.58,81.11
STU_00614,25,Male,University,7.15,2.82,7.12,1.04,68.57,93.75
STU_00615,20,Male,College,2.09,6.35,5.8,1.4,71.42,76.61
STU_00616,16,Male,High School,0,2.08,7.37,0.54,78.75,98.47
STU_00617,21,Female,College,4.05,1.7,7.08,1.27,83.2,82.68
STU_00618,17,Non-binary,High School,3.65,2.82,5.62,0.45,59.24,70.13
STU_00619,25,Male,University,5.62,1.91,5.11,2.53,80.97,93.42
STU_00620,21,Male,College,6.12,1.88,4.93,1.53,72.31,87.32
STU_00621,16,Male,High School,2.43,4.23,8.71,1.55,81.54,98.06
STU_00622,22,Male,University,11.3,1.61,6.4,0.02,51.39,61.5
STU_00623,17,Male,High School,4,1.87,6.7,1.32,81.18,94.85
STU_00624,21,Female,College,0.28,4.3,8.14,0,73.72,95.66
STU_00625,20,Male,College,8.46,0,7.72,1.56,78.98,81.21
STU_00626,15,Male,High School,6.32,1.88,6.33,0.41,68.29,79.33
STU_00627,13,Female,High School,5.52,0,7.15,0.27,73.25,78.79
STU_00628,15,Male,High School,3.41,1.6,6.01,3.44,63.03,96.31
STU_00629,16,Male,High School,4.61,1.87,8.67,1.94,73.61,95.89
STU_00630,14,Male,High School,0,1.9,7.36,0.1,76.15,97.61
STU_00631,13,Female,High School,3.82,1.8,8.13,2.46,79.34,91.5
STU_00632,19,Female,College,10.64,3.01,7.09,0,63.15,84.14
STU_00633,20,Male,College,2.11,0.49,7.33,0.3,84.77,84.4
STU_00634,19,Female,College,4.94,3.2,7.8,1.58,70.69,88.31
STU_00635,17,Male,High School,0.29,1.59,5.74,1.47,87.23,86.03
STU_00636,24,Female,University,3.2,3.86,6.16,0.47,79.16,95.55
STU_00637,13,Female,High School,1.34,2.39,8.1,1.71,78.85,99.27
STU_00638,19,Female,College,5.57,1.43,6.08,0.42,77.71,89.19
STU_00639,25,Male,University,5.04,0.14,8.18,1.32,71.91,90.75
STU_00640,19,Non-binary,College,1.24,3.03,7.51,1.97,85.49,98.86
STU_00641,21,Non-binary,College,4.72,2.15,9.17,2.83,81.89,97.31
STU_00642,15,Female,High School,4.81,5.13,6.15,1.78,80.88,97.85
STU_00643,21,Female,College,4.94,5.27,6.23,0.91,80.77,67.94
STU_00644,13,Male,High School,6.63,1.62,6.69,1.47,78.7,79.86
STU_00645,13,Male,High School,8.41,0,7.22,0,76.6,80.29
STU_00646,16,Male,High School,2.97,4.1,5.1,3.11,85.14,98.27
STU_00647,21,Male,College,3.73,1.54,6.81,1.56,72.71,84.03
STU_00648,18,Female,College,4.07,1.87,6.95,5,83.39,99.88
STU_00649,25,Female,University,1.24,4.65,6.52,1.76,78.24,97.74
STU_00650,23,Female,University,1.98,3.13,7.15,1.73,61.67,95.24
STU_00651,15,Male,High School,5.91,4.03,5.4,0,62.11,72.15
STU_00652,13,Male,High School,9.31,4.41,3.71,0,64.79,73.61
STU_00653,16,Female,High School,1.9,2.2,6.69,1.35,83.63,99.71
STU_00654,24,Male,University,10.23,3.73,3.45,0.21,56.01,82.06
STU_00655,25,Male,University,3.08,2.69,6.81,3.4,86.53,98.32
STU_00656,21,Non-binary,College,7.53,3.47,4.54,1.2,66.99,78.38
STU_00657,15,Female,High School,5.57,2.78,7.48,0.84,54.53,82.19
STU_00658,24,Male,University,4.99,4.95,5.56,1.84,68.07,83.88
STU_00659,21,Female,College,3.43,0.19,8.5,0.82,86.15,90.21
STU_00660,19,Female,College,4.54,1.72,6.07,1.8,78.03,98.17
STU_00661,24,Female,University,2.72,2.34,7.68,0,78.7,97.46
STU_00662,16,Female,High School,6.86,2.72,6.48,2.75,75.01,92.18
STU_00663,15,Male,High School,7.29,0.19,7.43,1.39,69.05,76.29
STU_00664,22,Female,University,2.87,1.16,7.02,1.83,85.23,98.27
STU_00665,17,Male,High School,0.4,2.57,8.74,0.85,80.81,85.04
STU_00666,17,Male,High School,3.68,1.52,6.92,2.36,74.45,86.7
STU_00667,15,Female,High School,9.47,0,6.78,0,53.13,72.58
STU_00668,24,Female,University,5.08,1.84,5.49,0.5,72.45,99.15
STU_00669,21,Female,College,7.38,0.32,7.38,1.39,76.11,77.97
STU_00670,16,Female,High School,2.18,3.58,9.03,1.24,85.51,97.85
STU_00671,23,Female,University,3.28,3.03,6.79,0.03,87.64,94.23
STU_00672,17,Female,High School,3.72,4.12,5.6,0.95,78.23,87.22
STU_00673,16,Female,High School,1.57,2.88,5.72,0.78,64.95,83.66
STU_00674,17,Male,High School,4.92,0.57,5.05,0.31,73.67,83.93
STU_00675,19,Male,College,2.45,0,5.6,3.13,83.37,95.3
STU_00676,21,Male,College,6.87,4.56,5.12,0.12,70.1,84.44
STU_00677,19,Male,College,4.72,1.73,4.76,0,67.47,60.68
STU_00678,25,Female,University,8.2,0,6.67,0,55.83,81.39
STU_00679,17,Female,High School,0.31,5.32,6,0.91,87.34,97.32
STU_00680,22,Non-binary,University,3.17,3.54,7.56,1.4,81.42,92.81
STU_00681,22,Female,University,3.48,5.3,7.79,1.7,71.08,91.35
STU_00682,19,Female,College,5.66,3.27,6.78,3.19,75.77,92.73
STU_00683,22,Male,University,3.44,3.7,7.62,0,85.03,99.07
STU_00684,17,Male,High School,8.81,1.58,5.26,0,60.8,64.33
STU_00685,15,Male,High School,4.04,3.78,4.65,0.32,67.61,84.25
STU_00686,19,Female,College,2.24,5.98,4.57,0.41,49.48,99.57
STU_00687,25,Male,University,4.1,3.99,5.96,0,68.84,74.75
STU_00688,23,Female,University,3.69,1.86,6.78,1.2,76.29,99.52
STU_00689,23,Female,University,6.82,0.14,6.34,3.26,74.91,98.31
STU_00690,14,Male,High School,3.47,4.56,6.82,2.27,80.39,79.73
STU_00691,24,Male,University,0.7,2.61,8.23,0.29,76.87,85.8
STU_00692,21,Female,College,4.94,2.68,8.39,0.98,79.99,72.89
STU_00693,22,Male,University,2.87,0,7.78,1.11,70.22,86.41
STU_00694,22,Female,University,1.61,0,7.68,1.92,79.38,81.75
STU_00695,24,Female,University,4.56,2.65,6.06,1.06,66.82,99.05
STU_00696,13,Female,High School,4.17,0.88,5.01,0.6,76.2,63.27
STU_00697,25,Female,University,3.95,2.88,5.91,3.39,69.85,98.68
STU_00698,18,Female,College,5.15,4.22,6.01,0.71,69.26,76.95
STU_00699,19,Non-binary,College,3.05,1.48,4.65,0.64,84.22,89.65
STU_00700,25,Male,University,4.79,2.92,5.71,3.04,67.57,96.58
STU_00701,20,Female,College,3.03,2.29,8.26,1.49,87.86,94.78
STU_00702,22,Male,University,6.56,7.81,5.66,1.33,51.37,86.62
STU_00703,21,Male,College,4.44,1.55,7.1,3.04,67.13,87.56
STU_00704,14,Male,High School,8.87,1.24,7.65,1.03,60.62,96.82
STU_00705,23,Female,University,3.26,1.68,6.96,0.44,58.75,86.31
STU_00706,22,Male,University,5.39,4.6,6.3,1.68,78.91,95.74
STU_00707,14,Male,High School,7.32,1.61,6.83,0,71.99,98.39
STU_00708,17,Non-binary,High School,5.56,3.65,9.14,3.65,87.2,99.59
STU_00709,25,Female,University,4.85,2.56,6.53,0,62.77,92.71
STU_00710,17,Female,High School,5.34,2.61,6.3,1.05,73.37,85.12
STU_00711,18,Female,College,5.77,5.38,6.77,1.51,72.12,68.39
STU_00712,15,Non-binary,High School,5.24,0,7.53,0,71.31,75.37
STU_00713,20,Female,College,4.46,2.74,6.39,0.26,64.07,78.96
STU_00714,25,Male,University,6.34,3.76,6.23,3.12,73.17,98.62
STU_00715,13,Female,High School,4.29,3.21,6.38,2.64,60.64,93.78
STU_00716,18,Female,College,2.04,0,8.1,3.19,86.11,85.07
STU_00717,16,Male,High School,9.65,0.45,3.69,0.31,53.34,66.48
STU_00718,13,Male,High School,6.69,3,7.82,2.49,72.25,99.27
STU_00719,19,Male,College,2.22,0,7.35,2.02,80.41,88.56
STU_00720,21,Female,College,3.89,1.55,4.15,1.05,85.92,77.26
STU_00721,25,Male,University,3.08,0.29,4.33,2.03,75.32,87.29
STU_00722,16,Non-binary,High School,3.25,2.85,6.63,1.52,68.54,91.72
STU_00723,16,Female,High School,6.67,2.22,3.9,1.62,63.46,86.15
STU_00724,18,Female,College,3.67,3.18,8.4,0,61.02,91.04
STU_00725,24,Female,University,9.29,0.94,8.67,1.8,73.39,81.26
STU_00726,15,Male,High School,0.08,2.98,5.53,0,82.57,96.6
STU_00727,25,Male,University,4.43,2.51,5.4,0.34,64.03,81.65
STU_00728,24,Male,University,1.17,0.95,6.57,0,73.59,77.4
STU_00729,18,Female,College,5.32,4.47,6.28,3.61,65.19,98.47
STU_00730,19,Male,College,5.62,3.76,6.56,5,77.22,98.34
STU_00731,23,Male,University,6.75,1.35,5.17,3.33,78.08,99.68
STU_00732,22,Male,University,1.43,1.08,8.79,2.86,83.4,98.42
STU_00733,22,Female,University,5.58,4.17,7.09,0,82.85,78.87
